Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
Team Echo Zulu Tribe,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Echo Zulu Tribelogo square.png,1,Echo Zulu Domme Jongens,0,EZT,Team Echo Zulu Tribe
Team Eloblade,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,ELOB,Team Eloblade
Team Empire,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Empiresquare.png,1,,0,EMP,Team Empire
Team Empire,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Empire (Malaysian Team)logo square.png,1,Axis Empire,0,EMP,Team Empire (Malaysian Team)
Team EnVyUs,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team EnVyUslogo profile.png,1,,0,NV,Team EnVyUs
Team ESCA Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team ESCA Gaminglogo profile.png,1,,0,ESCA,Team ESCA Gaming
Team ESCA Gaming Female,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team ESCA Gaming Femalelogo square.png,1,,0,ESCA.F,Team ESCA Gaming Female
Team Evermeet,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Team Evermeetlogo square.png,0,,0,ET,Team Evermeet
Team Exile5,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Exile5logo_square.png,1,,0,X5,Team Exile5
Team EYA,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team EYAlogo square.png,0,,0,EYA,Team EYA
Team Falcons,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Falconslogo profile.png,1,,0,FLC,Team Falcons
Team FeaR,North America,https://lol.fandom.com/wiki/Special:Redirect/file/teamfearlogo.png,1,,0,FR,Team FeaR
Team Fighter,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fighterlogo profile.png,1,EDward Gaming Youth Team,0,TF,Team Fighter
Team Fire,International,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fire 2015 logo.png,0,,0,Fire,Team Fire
Team Fish Taco,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fish Tacologo square.png,1,,0,TACO,Team Fish Taco
Team Flash,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Team Flash.Vietnamlogo profile.png,0,,0,TF,Team Flash.Vietnam
Team Flash,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Flashlogo profile.png,1,,0,FL,Team Flash.Singapore
Team Flux,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fluxlogo square.png,1,,0,FLUX,Team Flux
Team Forge,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Forgelogo_square.png,1,,0,4G,Team Forge
Team Forge Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Forgelogo_square.png,1,,0,4GA,Team Forge Academy
Team Forge Ichnos,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Forge Ichnoslogo square.png,1,,0,4GI,Team Forge Ichnos
Team Fracture,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fracturelogo square.png,1,,0,TF,Team Fracture
Team FragZone,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Fragzone.jpg,1,,0,FZ,Team FragZone
Team Front,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Frontlogo square.png,1,,0,TF,Team Front
Team Frostbite,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Frostbitelogo square.png,1,,0,TFB,Team Frostbite
Team Furca,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Furcalogo square.png,1,,0,FA,Team Furca
Team Fusion,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Fusion Gaming Profile v2.png,1,,0,FSN,Team Fusion
Team gamed!de,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Gamed!de_logo.jpg,1,,0,GDE,Team gamed!de
Team Gates,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Gateslogo square.png,1,,0,TG,Team Gates
Team Genesis,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Team Genesislogo square.png,1,,0,GEN,Team Genesis
Team Genji,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Genjilogo square.png,1,,0,Genji,Team Genji
Team GMask,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team GMasklogo square.png,0,,0,GMK,Team GMask
Team GO,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team GOlogo square.png,1,,0,GO,Team GO
Team GO Aurora,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team GO Auroralogo square.png,1,,0,GOA,Team GO Aurora
TEAM GR1,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/TEAM GR1logo square.png,1,,0,GR1,TEAM GR1
Team Green Forest,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Green_Forest.png,1,,0,TGF,Team Green Forest
Team Heretics,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Hereticslogo square.png,0,,0,TH,Team Heretics
Team Hex,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Hexlogo square.png,1,,0,HEX,Team Hex
Team Horizon Reapers,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Horizon Reaperslogo square.png,1,,0,THR,Team Horizon Reapers
Team Hunters,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Hunterslogo_square.png,1,,0,TH,Team Hunters
Team Hurricane,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team Hurricanelogo_square.png,1,,0,TH,Team Hurricane
Team Ice,International,https://lol.fandom.com/wiki/Special:Redirect/file/Team Ice 2015 logo.png,0,,0,Ice,Team Ice
Team Imagine,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Imagine logo solid.png,1,,0,IMG,Team Imagine
Team Immunity,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/iM.jpg,1,,0,IM,Team Immunity
Team Impulse,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Impulselogo square.png,1,,0,TIP,Team Impulse
Team Infamous,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Infamouslogo square.png,1,,0,IFM,Team Infamous
Team Infernal Drake,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Infernal Drake (NASG Team)logo square.png,1,,0,INF,Team Infernal Drake (NASG Team)
Team Infinite,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Infinite.png,1,,0,IFN,Team Infinite
Team Infused,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Infused.jpg,1,,0,INF,Team Infused
Team Innova,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Team Innovalogo square.png,1,,0,i9,Team Innova
Team Insidious,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Insidiouslogo square.png,0,,0,IN5,Team Insidious
Team Just,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Justlogo square.png,1,,0,TJ,Team Just
Team Just Alpha,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Justlogo square.png,1,,0,Just A,Team Just Alpha
Team Just Challenger,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Justlogo square.png,1,Team Just Ice,0,TJ.C,Team Just Challenger
Team Just Ice,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Just Icelogo square.png,1,,0,J.ICE,Team Just Ice
Team Kamikaze,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Kamikazelogo_square.png,1,,0,KMZ,Team Kamikaze
Team King,China,https://lol.fandom.com/wiki/Special:Redirect/file/King_logo_HD.png,1,,0,KNG,Team King
Team KTHXBAI,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/KTHXBAI_logo.png,1,,0,KTHXBAI,Team KTHXBAI
Team KungFu,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team KungFulogo square.png,1,,0,TKF,Team KungFu
Team Legion,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Legion (Greek Team)logo square.png,1,,0,TLG,Team Legion (Greek Team)
Team Legion,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Legion (Benelux Team)logo square.png,1,,0,TL,Team Legion (Benelux Team)
Team Legion,North America,https://lol.fandom.com/wiki/Special:Redirect/file/LgN_LOGO_SQAURE.jpg,1,,0,LgN,Team Legion
Team Liquid,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Team Liquidlogo profile.png,0,,0,TL,Team Liquid
Team Liquid Academy,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Liquidlogo profile.png,1,Team Liquid Challengers,0,TL.A,Team Liquid Academy
Team Liquid Challengers,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Team Liquidlogo profile.png,1,,0,TLC,Team Liquid Challengers
Team Liquid First,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Liquidlogo profile.png,1,,0,TLF,Team Liquid First
Team Livemore,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team Livemorelogo square.png,1,,0,LM,Team Livemore
Team LoL Cave,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/TLC logo.png,1,,0,TLC,Team LoL Cave
Team LoLPro,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team LoLPrologo square.png,1,,0,PRO,Team LoLPro
Team Majesty,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Majestylogo square.png,1,,0,MAJ,Team Majesty
Team Manila Eagles,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Manila Eagleslogo square.png,1,,0,TME,Team Manila Eagles
Team Matrix,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Matrixlogo square.png,1,,0,MTRX,Team Matrix
Team MCES,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team MCESlogo profile.png,1,,0,MCES,Team MCES
Team MCES Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team MCES Academylogo profile.png,1,,0,MCES.A,Team MCES Academy
Team MegashocK,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team_MegashocK_Logo.png,1,,0,TMsK,Team MegashocK
Team Meliora,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Melioralogo square.png,0,,0,TML,Team Meliora
Team Mist,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Mistlogo_square.png,1,,0,TM,Team Mist
Team Mistral,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mistral_eSport.png,1,,0,MTL,Team Mistral
Team MoonZone,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team MoonZonelogo square.png,1,,0,MZ,Team MoonZone
Team Moops,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Moopslogo square.png,1,,0,MPS,Team Moops
Team Mountain Drake,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Mountain Drake (NASG Team)logo square.png,1,,0,MTN,Team Mountain Drake (NASG Team)
Team MRN,North America,https://lol.fandom.com/wiki/Special:Redirect/file/mrnlogo3.png,1,,0,MRN,Team MRN
Team Mythic,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Mythiclogo square.png,1,,0,MTH,Team Mythic
Team NB,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Team NBlogo square.png,1,,0,NB,Team NB
Team Nerotec,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Neroteclogo square.png,1,The Plan,0,NTC,Team Nerotec
Team Nevo,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Nevo_NEW.jpeg,1,,0,NVO,Team Nevo
Team No Limit,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/TnL logo new.png,1,,0,TnL,Team No Limit
Team NomNom,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,Cloud9,0,NOMN,Team NomNom
Team Nv,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Nv.jpg,1,,0,Nv,Team Nv
Team nxl,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team nxllogo square.png,1,,0,NXL,Team nxl
Team Occupy,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Occupylogo square.png,0,,0,OPY,Team Occupy
Team Ocean Drake,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Ocean Drake (NASG Team)logo square.png,1,,0,OCN,Team Ocean Drake (NASG Team)
Team Omniscius H,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Omniscius Hlogo square.png,1,HNVR Esports,0,TOSH,Team Omniscius H
Team oNe eSports,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Team oNe eSportslogo square.png,1,Los Grandes,0,ONE,Team oNe eSports
Team One Shot,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team One Shotlogo square.png,1,,0,ONE,Team One Shot
Team OP,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/OPlogo.png,1,,0,OP,Team OP
Team Oplon,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Oplon_Logo_2023.png,1,,0,OPL,Team Oplon
TEAM ORANGE,China,https://lol.fandom.com/wiki/Special:Redirect/file/TEAM ORANGElogo profile.png,1,,0,TO,TEAM ORANGE
Team Orion,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Orionlogo square.png,1,,0,ORN,Team Orion
Team Orora,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/Team Ororalogo square.png,1,,0,Orora,Team Orora
Team Overclockers UK,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/OUK logo.png,1,,0,OUK,Team Overclockers UK
Team Ozone Cutie Monsters,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Ozone Cutie Monsterslogo square.png,1,,0,OZCM,Team Ozone Cutie Monsters
Team Paradox,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Paradoxlogo square.png,0,,0,TPX,Team Paradox
Team Pending,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Pendinglogo square.png,1,,0,TBA,Team Pending
Team Phantasma,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Phantasmalogo profile.png,0,,0,TP,Team Phantasma
Team Phantasma Community,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Phantasma Communitylogo square.png,1,,0,TPC,Team Phantasma Community
Team Phoenix,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team Phoenix.png,1,,0,PHX,Team Phoenix
Team PHZ,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team PHZlogo profile.png,1,,0,PHZ,Team PHZ
Team Pinnacle,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team Pinnaclelogo square.png,1,,0,TP,Team Pinnacle
Team Pique Sel,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Pique Sellogo square.png,1,,0,PXXL,Team Pique Sel
Team Plague,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Plaguelogo square.png,0,,0,PLG,Team Plague
Team Plink,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Plinklogo square.png,1,Team E Turner,0,CAT,Team Plink
Team Proioxis,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Proioxis_logo.png,1,,0,PRS,Team Proioxis
Team Property,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Property.png,1,,0,prOp,Team Property
Team QLASH Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team QLASH Academylogo square.png,1,,0,QLS,Team QLASH Academy
Team Queso,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Quesologo square.png,1,,0,TQ,Team Queso
Team Quetzal,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Quetzallogo square.png,1,,0,QzL,Team Quetzal
Team Rapid,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Rapidlogo square.png,1,,0,RPD,Team Rapid
Team Refuse,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Refuselogo profile.png,1,,0,RFS,Team Refuse
Team Regicide,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Regicidelogo_square.png,1,,0,RGC,Team Regicide
Team Retric,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Retric eSportslogo square.png,1,,0,Retric,Retric eSports
Team Revive,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Revivelogo square.png,1,,0,Revive,Team Revive
Team Rigel,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Rigal_logo_2016.png,1,,0,Rigel,Team Rigel
Team Riverside,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Riversidelogo square.png,1,,0,TRS,Team Riverside
Team RM,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team RMlogo square.png,1,,0,RM,Team RM
Team ROCCAT,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team ROCCATlogo square.png,1,,0,ROC,Team ROCCAT
Team ROCK,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team ROCKlogo square.png,1,,0,ROCK,Team ROCK
Team Rocket,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Rocketlogo square.png,1,,0,TR,Team Rocket
Team SalsaLoL,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/SalsaLoL1.jpg,1,,0,TSL,Team SalsaLoL
Team Same Mordeczki,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Same Mordeczkilogo square.png,1,,0,TSM,Team Same Mordeczki
Team Sampi,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Sampilogo profile.png,1,,0,SMP,Team Sampi
Team Secret,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Team Secret (Vietnamese Team)logo profile.png,1,Team Secret Whales,0,TS,Team Secret (Vietnamese Team)
Team Secret Academy,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Team Secret (Vietnamese Team) Academylogo square.png,1,Team Secret Whales Academy,0,TS.A,Team Secret (Vietnamese Team) Academy
Team Secret Whales,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Team Secret Whaleslogo profile.png,0,,0,TSW,Team Secret Whales
Team Server-Forge,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/sf-logo-leaguepedia.png,1,,0,SF,Team Server-Forge
Team Singularity,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Singularitylogo square.png,1,,0,SNG,Team Singularity
Team Sky,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Skylogo profile.png,1,,0,SKY,Team Sky
Team Solo Mebdi,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Solo Mebdilogo square.png,1,,0,TSM,Team Solo Mebdi
Team SoloMid Evo,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TsmNEW.jpg,1,,0,TSM.E,Team SoloMid Evo
Team Spirit,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Spiritlogo profile.png,1,,0,TSPT,Team Spirit
Team Summon,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TeamSummonlogo.png,1,,0,TS,Team Summon
Team Sypher,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/sypherlogob.jpg,1,,0,Sypher,Team Sypher
Team Tempest,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Tempestlogo_square.png,1,,0,TMP,Team Tempest
Team Terrigen,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Terrigen_TeamLogo.png,1,Sinelight,0,TG,Team Terrigen
Team THRLL,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team THRLLlogo square.png,1,,0,TRL,Team THRLL
Team THRLL Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team THRLL Academylogo square.png,1,,0,TRL.A,Team THRLL Academy
Team Tony Top,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Tony Toplogo square.png,1,,0,TTT,Team Tony Top
Team TowerDiveTV,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team TowerDiveTVlogo square.png,1,,0,TDTV,Team TowerDiveTV
Team Turquality,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/TTlogosquare.png,1,,0,TT,Team Turquality
Team Turquality RED,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/TT RED.jpg,1,,0,TT RED,Team Turquality RED
Team Ultra Vires,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/UltraVires.jpg,1,,0,TUV,Team Ultra Vires
Team United,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Team_United_logo.png,1,,0,United,Team United
Team UNiTY,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team UNiTYlogo square.png,0,,0,UNIT,Team UNiTY
Team Universe,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Universelogo square.png,1,,0,UNI,Team Universe
Team Valiant,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Valiantlogo square.png,0,,0,VLT,Team Valiant
Team Vitality,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Team Vitalitylogo square.png,0,,0,VIT,Team Vitality
Team Vitality Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team Vitality Academylogo square.png,1,Vitality.Bee,0,VIT.A,Team Vitality Academy
Team Vulcun,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Vulcunlogo.png,1,XDG Gaming,0,VUL,Team Vulcun
Team W3,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team W3logo square.png,1,,0,W3,Team W3
Team WE,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team WElogo profile.png,0,,0,WE,Team WE
Team WE Academy,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team WE Academylogo square.png,0,,0,WE.A,Team WE Academy
Team WE Dreams,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team WE Dreamslogo square.png,1,,0,WED,Team WE Dreams
Team WE Future,China,https://lol.fandom.com/wiki/Special:Redirect/file/Team WE Futurelogo square.png,1,Mighty Eagle,0,WEF,Team WE Future
Team WeForge,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Team WeForgelogo square.png,1,,0,WFE,Team WeForge
Team Whales,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Team Whaleslogo profile.png,1,Team Secret Whales,0,TW,Team Whales
Team WinFakt,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/team-winfakt.png,1,,0,WinFakt,Team WinFakt
Team WK,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Team WKlogo square.png,1,,0,WK,Team WK
team xo,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team xologo square.png,1,,1,XO,Team xo
Team Yetti,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Team Yettilogo square.png,1,,0,TY,Team Yetti
Team YOLO,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team YOLOlogo square.png,1,,0,YOLO,Team YOLO
Team Zan,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Team_Zanlogo_square.png,1,,0,ZAN,Team Zan
Team Zoose,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Team Zooselogo square.png,1,,0,TZ,Team Zoose
TEAM4NOT,North America,https://lol.fandom.com/wiki/Special:Redirect/file/4Nothinglogo_square.png,1,,0,4N,TEAM4NOT.NA
TEAM4NOT,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/4Nothinglogo_square.png,1,,0,4N,TEAM4NOT.OCE
TeamHopeLess,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/THL_logo.png,1,,0,THL,TeamHopeLess
Teamless,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,TEAM,Teamless
Teamless Revenge,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Teamless Revengelogo square.png,1,,0,TRV,Teamless Revenge
TeamOrangeGaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/TeamOrangeGaminglogo profile.png,0,,0,TOG,TeamOrangeGaming
TeamOrangeGaming Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/TeamOrangeGaming Academylogo square.png,0,,0,TOGA,TeamOrangeGaming Academy
Tech Titans,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Tech Titanslogo square.png,1,,0,7T,Tech Titans
Tectonic,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Tectoniclogo profile.png,1,,0,TTC,Tectonic
Tectonic Academy,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Tectonic Academylogo square.png,1,,0,TTA,Tectonic Academy
Tempered Fate,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Tempered Fatelogo square.png,1,,0,TF,Tempered Fate
Tempest Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Tempest Gaminglogo square.png,0,,0,TPG,Tempest Gaming
Tempo Storm,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Tempo Stormlogo square.png,1,,0,TS,Tempo Storm
TES,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/TES (Hong Kong Team)logo square.png,1,,0,TES,TES (Hong Kong Team)
Tesla E-Sports,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/Tesla E-Sportslogo square.png,1,,0,TeslaE,Tesla E-Sports
Tesla Gaming,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/Tesla Gaminglogo square.png,1,,0,TSL,Tesla Gaming
Test Your Limits,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Test Your Limits.jpg,1,,0,TYL,Test Your Limits
Texas A&amp;M University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Texas A&amp;M Universitylogo square.png,0,,0,TAM,Texas A&amp;M University
TFK,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/TFKlogo square.png,1,,0,TFK,TFK
The Agency,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Agencylogo profile.png,1,,0,AGC,The Agency
The Black Lotus,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/The Black Lotuslogo square.png,1,,0,TBL,The Black Lotus
The Black Magic,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/The Black Magiclogo square.png,1,,0,TBM,The Black Magic
The Boys: Attorneys at Law,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Boys Attorneys at Lawlogo square.png,1,,0,ESQ,The Boys Attorneys at Law
The Brunch Club,North America,https://lol.fandom.com/wiki/Special:Redirect/file/brunchclub.png,1,,0,TBC,The Brunch Club
The Cheese Chasers,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Cheese Chaserslogo square.png,1,,0,NPC,The Cheese Chasers
The Chiefs Black,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/the chiefs profile.png,1,,0,CFB,Chiefs Black
The Expendables,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Expendableslogo square.png,1,,0,EXP,The Expendables
The Final Tribe,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/The Final Tribelogo square.png,1,,0,TFT,The Final Tribe
The Fox Sound,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/TheFoxSound.jpg,1,,0,TFS,The Fox Sound
The French Zoo,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/The French Zoologo square.png,1,,0,ZOO,The French Zoo
The Gulls Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Gulls Esportslogo square.png,0,,0,TGL,The Gulls Esports
The Kings,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/The Kingslogo profile.png,1,,0,TK,The Kings
The Kings Academy,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/The Kings Academylogo square.png,1,The Kings Moon,0,TK.A,The Kings Academy
